fid,bin,bbl,gr_area,bldg_area,prop_gr,cnstrct_yr,doitt_id,heightroof,feat_code,groundelev,qa,notes,classified,digitized,newlyadded,original_source,address,borough,ownertype,zonedist1,spdist1,bbl_fixed,xcoord,ycoord
345,1043964.00000,1014270001,311.20890,5802.10159,0.05364,1966.00000,497026.00000,51.13000,2100,66.00000,Good,,1,0,0,classification,1251 3 AVENUE,MN,P,R10A,,0,-73.96007,40.76984
346,3336703.00000,3006120130,66025.13958,224776.98049,0.29374,2007.00000,1104648.00000,50.47366,2100,7.00000,Good,,1,1,0,Visual - pre-classification,21 BEARD STREET,BK,P,M1-1,,0,-74.01159,40.67161
347,2116192.00000,2027170063,1074.29027,7161.62328,0.15001,2007.00000,1104837.00000,79.01856,2100,62.00000,Good,,1,1,0,greenhomenyc.org,1015 FOX STREET,BX,P,R7-1,,0,-73.89422,40.82409
348,1087316.00000,1003480056,139.65405,1496.86121,0.09330,2003.00000,938259.00000,67.23000,2100,24.00000,Good,,0,1,0,greenhomenyc.org,179 RIVINGTON STREET,MN,P,R7A,,0,-73.98446,40.71879
349,1030519.00000,1011640037,889.58970,5673.58379,0.15680,1925.00000,664019.00000,105.55000,2100,73.00000,Good,,1,0,0,classification,2095 BROADWAY,MN,,C4-6A,EC-3,0,-73.98211,40.77952
350,1010619.00000,1006080039,404.94059,22476.63522,0.01802,1961.00000,586035.00000,188.32438,2100,24.00000,Good,at least some green roof,1,0,0,classification,101 WEST 12 STREET,MN,P,C6-2,,0,-73.99786,40.73627
351,4000000.00000,4004130002,4458.76785,26623.58167,0.16747,,1268056.00000,67.02594,5100,23.00000,Good,,1,0,0,classification,41-42 24 STREET,QN,,M1-5/R9,LIC,0,-73.94117,40.75174
352,1034470.00000,1012630001,574.55160,2930.30128,0.19607,1960.00000,219574.00000,103.98000,2100,54.00000,Good,Not visible in newer imagery on google maps,1,0,0,classification,1200 AVENUE OF THE AMER,MN,,C6-6,MID,0,-73.98149,40.75804
353,3085992.00000,3038680002,1071.26076,32592.10753,0.03287,1950.00000,291842.00000,25.72412,2100,16.00000,Good,,1,1,0,DPR,1555 LINDEN BOULEVARD,BK,C,PARK,,0,-73.90272,40.65601
354,1002143.00000,1001890025,271.71607,4259.80723,0.06379,1910.00000,483079.00000,91.77000,2100,13.00000,Good,,1,0,0,classification,34 NORTH MOORE STREET,MN,,C6-2A,TMU,0,-74.00791,40.71961
355,1005001.00000,1003990040,1125.92012,2276.01729,0.49469,1951.00000,411658.00000,16.11000,2100,21.00000,Good,,1,0,0,greenroofs.com,195 EAST 3 STREET,MN,,R8B,,0,-73.98329,40.72305
356,1087839.00000,1011147503,2539.84397,16479.88072,0.15412,2005.00000,1022883.00000,217.34375,2100,78.00000,Good,,1,0,0,classification,15 CENTRAL PARK WEST,MN,,C4-7,L,0,-73.98110,40.76972
357,1087510.00000,1011147503,4483.06443,24645.38657,0.18190,2005.00000,1094320.00000,506.40264,2100,80.00000,Good,,1,0,0,classification,15 CENTRAL PARK WEST,MN,,C4-7,L,0,-73.98177,40.77015
358,1011259.00000,1006210053,109.47333,1166.52866,0.09385,1899.00000,561886.00000,44.28937,2100,28.00000,Good,,1,0,0,classification,64 PERRY STREET,MN,,R6,,0,-74.00378,40.73537
359,3025013.00000,3010730034,235.71024,1370.53233,0.17198,1901.00000,275385.00000,55.84000,2100,139.00000,Good,,1,0,0,classification,60 MONTGOMERY PLACE,BK,,R7B,,0,-73.97240,40.67072
360,1044111.00000,1014320025,270.91720,2715.53424,0.09977,1910.00000,725371.00000,69.41420,2100,43.00000,Good,,1,0,0,classification,1491 2 AVENUE,MN,,C1-9,,0,-73.95589,40.77255
361,3394335.00000,3001700015,1852.73832,11773.75676,0.15736,2007.00000,1108347.00000,143.45271,2100,40.00000,Good,,1,0,0,classification,160 SCHERMERHORN STREET,BK,X,C6-1,DB,0,-73.98741,40.68915
362,1087255.00000,1004560007,1675.74215,30625.28284,0.05472,2005.00000,996382.00000,96.21000,2100,42.00000,Good,,1,0,0,classification,285 BOWERY,MN,,R8X,TA,0,-73.99192,40.72429
363,1041863.00000,1013930014,1179.25297,2914.36742,0.40463,1910.00000,699437.00000,85.95431,2100,71.00000,Good,,1,0,0,classification,1012 MADISON AVENUE,MN,,C5-1,MP,0,-73.96282,40.77585
364,1007303.00000,1004870001,1519.50776,7406.72479,0.20515,1918.00000,556871.00000,79.30000,2100,12.00000,Good,,1,0,0,classification,484 BROOME STREET,MN,P,M1-5A,,0,-74.00222,40.72316
365,1087205.00000,1007730134,1902.82084,8054.32224,0.23625,0.00000,1108004.00000,124.70000,2100,32.00000,Good,,1,0,0,classification,202 WEST 24 STREET,MN,,R8A,,1,-73.99589,40.74489
366,3336086.00000,3004110014,365.35026,5636.15699,0.06482,0.00000,413462.00000,31.34469,2100,10.00000,Good,,1,0,0,classification,BUTLER STREET,BK,C,M2-1,,0,-73.98689,40.68188
367,1087705.00000,1011717505,3071.45243,28794.82489,0.10667,2006.00000,996713.00000,340.58930,2100,25.00000,Good,,1,0,0,classification,100 RIVERSIDE BOULEVARD,MN,,R10,,0,-73.98939,40.77562
368,2114454.00000,2028780019,743.40690,6622.37218,0.11226,2005.00000,1050119.00000,66.53428,2100,132.00000,Good,,1,0,0,classification,1605 UNIVERSITY AVENUE,BX,P,R7-1,,0,-73.92047,40.84742
369,4540380.00000,4050667501,12907.03950,104089.34664,0.12400,2006.00000,1114668.00000,185.77973,2100,22.00000,Good,,1,0,0,classification,40-22 COLLEGE POINT BLVD,QN,,C4-2,,0,-73.83515,40.75746
370,1022667.00000,1009990019,1650.20769,25382.29115,0.06501,1987.00000,812547.00000,370.67000,2100,52.00000,Good,,1,0,0,classification,114 WEST 47 STREET,MN,P,C6-5.5,MID,0,-73.98302,40.75801
371,1029950.00000,1011440047,267.03339,1224.86046,0.21801,1910.00000,838263.00000,60.46000,2100,76.00000,Good,,1,0,0,classification,136 WEST 73 STREET,MN,,R8B,,0,-73.97970,40.77851
372,1087746.00000,1006917501,1481.51616,9729.00674,0.15228,2007.00000,1107632.00000,248.41288,2100,6.00000,Good,,1,0,0,classification,100 11 AVENUE,MN,,C6-3,WCH,0,-74.00755,40.74623
373,1001591.00000,1001457501,1295.18892,7458.91400,0.17364,1915.00000,17661.00000,81.35000,2100,27.00000,Good,at least some green roof,1,0,0,classification,105 CHAMBERS STREET,MN,,C6-3A,TMU,0,-74.00800,40.71522
374,1002045.00000,1001807502,424.55210,5686.85805,0.07465,1915.00000,613490.00000,80.68000,2100,15.00000,Good,,1,1,0,greenroofs.com,69 HUDSON STREET,MN,P,C6-2A,TMU,0,-74.00913,40.71809
375,1080570.00000,1007890030,776.57289,12035.36424,0.06452,1922.00000,818401.00000,227.72039,2100,49.00000,Good,,1,0,0,classification,205 WEST 39 STREET,MN,,M1-6,GC,0,-73.98878,40.75462
376,1002846.00000,1002200026,392.54957,4874.16758,0.08054,1915.00000,7555.00000,74.14000,2100,12.00000,Good,,1,0,0,classification,34 LAIGHT STREET,MN,,C6-2A,TMU,0,-74.00735,40.72215
377,3334962.00000,3019200001,2910.49732,7036.30772,0.41364,1975.00000,1250116.00000,96.87645,2100,58.00000,Good,,1,1,0,classification,255 RYERSON STREET,BK,P,R7-1,,0,-73.96427,40.69137
378,1082348.00000,1019890001,2290.46300,10512.82169,0.21787,1901.00000,1160912.00000,17.71000,2100,134.00000,Good,,1,0,0,classification,3009 BROADWAY,MN,P,R8,,0,-73.96298,40.80977
379,3402928.00000,3001817501,160.05052,1588.31368,0.10077,2011.00000,1192853.00000,18.18153,2100,34.00000,Good,,1,0,0,classification,253 PACIFIC STREET,BK,,R6A,DB,0,-73.99038,40.68849
380,4005271.00000,4004570169,6713.67450,10654.10417,0.63015,1963.00000,425866.00000,19.56000,2100,16.00000,Good,,1,1,0,Visual - pre-classification,13-06 QUEENS PLAZA SOUTH,QN,,M1-4,,0,-73.94495,40.75218
381,2010431.00000,2029720034,2785.97975,4116.95276,0.67671,1930.00000,798440.00000,52.59000,2100,69.00000,Good,,1,1,0,DEP,1347 BRISTOW STREET,BX,P,R7-1,,0,-73.89513,40.83194
382,1015487.00000,1008217503,159.51892,19697.67863,0.00810,1906.00000,180180.00000,83.43000,2100,35.00000,Good,at least some green roof,1,0,0,classification,650 AVENUE OF THE AMER,MN,,C6-2A,,0,-73.99382,40.74075
383,2085823.00000,2059120091,16067.62522,32603.50877,0.49282,1961.00000,733286.00000,115.25180,2100,165.00000,Good,,1,0,0,classification,4901 HENRY HUDSON PKWY W,BX,,R4,,0,-73.90883,40.89635
384,4541713.00000,4000210020,6672.50673,78619.26713,0.08487,2011.00000,1119630.00000,393.40368,2100,6.00000,Good,,1,0,0,classification,45-45 CENTER BOULEVARD,QN,P,M3-1,,0,-73.95598,40.74780
385,2015674.00000,2032560005,2694.67926,7355.42485,0.36635,2011.00000,1257061.00000,58.57917,2100,102.00000,Good,,1,0,0,classification,2701 KINGSBRIDGE TERRACE,BX,X,R6,,0,-73.90410,40.87091
386,2127407.00000,2025821001,7978.71668,25223.38390,0.31632,2016.00000,1269387.00000,85.75846,2100,31.00000,Good,,1,0,0,classification,,BX,,,,1,-73.90594,40.81165
387,3001763.00000,3002340055,178.36736,1651.18566,0.10802,1850.00000,576668.00000,55.88207,2100,80.00000,Good,,1,0,0,classification,120 WILLOW STREET,BK,,R6,,0,-73.99612,40.69751
388,3341638.00000,3013410012,1430.76040,4580.19605,0.31238,1950.00000,519467.00000,11.10000,2100,70.00000,Good,,1,0,0,classification,1620 PACIFIC STREET,BK,O,R6,,0,-73.93460,40.67645
389,3028553.00000,3011537504,826.17400,5084.58500,0.16249,1930.00000,644872.00000,14.29000,2100,111.00000,Good,,1,0,0,classification,330 ST MARKS AVENUE,BK,,R6B,,1,-73.96479,40.67741
390,1088460.00000,1010340037,3893.94328,26073.69159,0.14934,2009.00000,1111432.00000,353.70553,2100,40.00000,Good,,1,1,0,Visual - pre-classification,306 WEST 44 STREET,MN,,C6-4,CL,0,-73.98979,40.75867
391,1010857.00000,1006110074,193.24892,1012.57708,0.19085,1920.00000,833996.00000,36.71000,2100,21.00000,Good,,1,0,0,classification,149 WEST 10 STREET,MN,,R6,,0,-74.00115,40.73462
392,3336004.00000,3003247501,216.59236,1634.20526,0.13254,2015.00000,548016.00000,40.05000,2100,39.00000,Good,,0,1,0,Visual - pre-classification,229 DEGRAW STREET,BK,,R6,,0,-73.99739,40.68448
393,1047483.00000,1015080044,662.74421,2202.61678,0.30089,1899.00000,482774.00000,63.17594,2100,60.00000,Good,,1,0,0,classification,170 EAST 80 STREET,MN,,R8B,,0,-73.95767,40.77514
394,4005206.00000,4004430014,5832.73613,26766.34609,0.21791,2009.00000,724447.00000,90.47161,2100,21.00000,Good,,1,1,0,Visual - pre-classification,12-12 43 AVENUE,QN,,M1-4,,0,-73.94717,40.75105
395,4459552.00000,4119000002,2575.25527,5853.22206,0.43997,0.00000,51149.00000,17.73400,2100,14.00000,Good,,1,0,0,classification,NASSAU BOULEVARD,QN,C,M2-1,,0,-73.80766,40.66092
396,1084846.00000,1018860001,249.86362,11516.12119,0.02170,1912.00000,42345.00000,98.63000,2100,137.00000,Good,,1,0,0,classification,1100 AMSTERDAM AVENUE,MN,P,R8,,0,-73.96146,40.80661
397,1008117.00000,1005190070,615.16770,19212.93052,0.03202,1929.00000,681264.00000,251.40000,2100,17.00000,Good,,1,0,0,classification,180 VARICK STREET,MN,P,M1-6,HSQ,0,-74.00505,40.72730
398,3007326.00000,3004370001,1016.41234,31241.51954,0.03253,1950.00000,624292.00000,41.31468,2100,32.00000,Good,,1,1,0,Visual - pre-classification,317 HOYT STREET,BK,C,R6B,,0,-73.99146,40.68005
399,3062282.00000,3023397501,34.09506,738.07649,0.04619,2009.00000,783177.00000,57.84100,2100,15.00000,Good,,0,1,0,greenhomenyc.org,439 METROPOLITAN AVENUE,BK,,R6,,0,-73.95397,40.71424
400,2116514.00000,2029760020,487.06500,5464.44685,0.08913,2006.00000,1105916.00000,51.22007,2100,44.00000,Good,,1,0,0,classification,1321 LOUIS NINE BOULEVARD,BX,P,R7-1,,0,-73.89267,40.83147
401,1043547.00000,1014157501,1426.39764,14642.78027,0.09741,1986.00000,372617.00000,422.74000,2100,59.00000,Good,,1,0,0,classification,200 EAST 61 STREET,MN,P,C1-9,,0,-73.96581,40.76221
402,1087978.00000,1010137501,606.91491,31661.52911,0.01917,0.00000,1105845.00000,597.80000,2100,36.00000,Good,,1,0,0,classification,640 8 AVENUE,MN,,C6-7,,1,-73.98936,40.75634
403,4445407.00000,4161550021,13282.52131,87601.39928,0.15162,1969.00000,198280.00000,117.71880,2100,14.00000,Good,,1,0,0,classification,320 BEACH 100 STREET,QN,X,R6,,0,-73.82138,40.58584
404,1001355.00000,1001010001,242.33101,11049.47725,0.02193,1900.00000,622128.00000,157.10000,2100,39.00000,Good,,1,1,0,DEP,36 PARK ROW,MN,P,C6-4,LM,0,-74.00651,40.71163
405,3025254.00000,3010770030,261.02809,1435.41121,0.18185,1920.00000,574307.00000,49.95000,2100,136.00000,Good,,1,0,0,classification,570 1 STREET,BK,,R7B,,0,-73.97368,40.66961
406,1070014.00000,1010287501,1286.29546,28866.54823,0.04456,1987.00000,573700.00000,446.61000,2100,75.00000,Good,,1,0,0,classification,235 WEST 56 STREET,MN,,C5-3,MID,0,-73.98267,40.76588
407,1041372.00000,1013860056,358.48578,2020.67035,0.17741,0.00000,422766.00000,67.94000,2100,71.00000,Good,,1,0,0,classification,888 MADISON AVENUE,MN,,C5-1,MP,1,-73.96587,40.77175
408,1088631.00000,1018337506,14651.41596,34539.51324,0.42419,2007.00000,1109724.00000,191.10070,2100,85.00000,Good,,1,0,0,classification,795 COLUMBUS AVENUE,MN,,R7-2,,0,-73.96601,40.79430
409,1087051.00000,1018380022,811.24894,6426.39493,0.12624,1998.00000,941998.00000,65.10000,2100,94.00000,Good,,1,0,0,classification,17 WEST 102 STREET,MN,P,R8B,,0,-73.96260,40.79601
410,2023321.00000,2037087501,10032.80433,112685.96744,0.08903,1968.00000,110624.00000,35.47000,2100,12.00000,Good,,1,1,0,greenroofs.com,1055 BRONX RIVER AVENUE,BX,P,M1-1,,0,-73.88361,40.82400
411,3061641.00000,3023010001,15430.12048,32302.48151,0.47768,2010.00000,1254687.00000,35.49091,2100,16.00000,Good,,1,1,0,Visual - pre-classification,86 KENT AVENUE,BK,C,M3-1,,0,-73.96064,40.72192
412,1089625.00000,1005967501,49895.50550,83074.19543,0.60061,2011.00000,1262801.00000,129.59745,2100,12.00000,Good,,1,1,0,Visual - pre-classification,500 WASHINGTON STREET,MN,C,M2-4,,0,-74.01023,40.72684
413,4541714.00000,4000210110,1142.38962,27699.66194,0.04124,2012.00000,1119520.00000,263.56901,2100,8.00000,Good,,1,0,0,classification,4610 CENTER BOULEVARD,QN,X,M3-1,,0,-73.95680,40.74715
414,4540695.00000,4004140121,377.40785,6453.11804,0.05848,,1268890.00000,131.91410,2100,27.00000,Good,,1,0,0,classification,41-24 24 STREET,QN,,M1-5/R7-3,LIC,0,-73.94027,40.75197
415,1008850.00000,1005510001,1383.25228,27751.97966,0.04984,1952.00000,436932.00000,206.98000,2100,26.00000,Good,,1,0,0,classification,2 5 AVENUE,MN,,R10,,0,-73.99726,40.73181
416,1007941.00000,1005107502,2555.35063,22728.29392,0.11243,1901.00000,705491.00000,146.30204,2100,43.00000,Good,,1,0,0,classification,295 LAFAYETTE STREET,MN,,C6-3,,0,-73.99524,40.72480
417,1088611.00000,1002187504,686.17745,7546.65710,0.09092,0.00000,1105455.00000,108.25887,2100,10.00000,Good,,1,0,0,classification,415 WASHINGTON STREET,MN,,C6-2A,TMU,1,-74.01024,40.72271
418,3061917.00000,3023197501,3025.43023,3646.65358,0.82965,0.00000,163543.00000,20.85000,2100,33.00000,Good,,1,0,0,classification,144 NORTH 8 STREET,BK,,R6B,,1,-73.95800,40.71867
419,1001883.00000,1001737504,670.05074,11096.49145,0.06038,1924.00000,121440.00000,157.49000,2100,31.00000,Good,,1,0,0,classification,93 WORTH STREET,MN,,C6-2A,,0,-74.00505,40.71669
420,1011095.00000,1006187504,692.51528,9616.95163,0.07201,2008.00000,1111448.00000,144.01048,2100,23.00000,Good,,1,0,0,classification,122 GREENWICH AVENUE,MN,,C1-6,,0,-74.00240,40.73911
421,1087654.00000,1004417503,1277.74165,11563.82392,0.11049,2006.00000,996625.00000,90.47081,2100,9.00000,Good,,1,0,0,classification,421 EAST 13 STREET,MN,,C1-6A,,0,-73.98197,40.73043
422,1009518.00000,1005740018,133.64739,1121.28824,0.11919,1899.00000,247363.00000,39.10000,2100,25.00000,Good,,1,0,0,classification,52 WEST 11 STREET,MN,,R6,,0,-73.99710,40.73477
423,4005076.00000,4004270060,719.10315,18421.27984,0.03904,1931.00000,64747.00000,76.12000,2100,19.00000,Good,,0,1,0,classification,42-02 22 STREET,QN,P,M1-5,LIC,0,-73.94397,40.75094
424,1011848.00000,1006320039,386.72202,4151.54366,0.09315,1915.00000,466799.00000,73.88000,2100,21.00000,Good,,1,1,0,classification,719 GREENWICH STREET,MN,,R6,,0,-74.00675,40.73455
425,1059891.00000,1019950063,1864.08696,36070.78745,0.05168,1964.00000,789012.00000,214.58000,2100,28.00000,Good,,1,0,0,classification,564 RIVERSIDE DRIVE,MN,,R8,,0,-73.96019,40.81667
426,1088850.00000,1017700048,966.05710,2438.56871,0.39616,2010.00000,1260701.00000,68.09312,2100,4.00000,Good,,1,0,0,classification,162 EAST 122 STREET,MN,P,R7B,,0,-73.93830,40.80207
427,1019114.00000,1008930078,27.88002,1371.30072,0.02033,1920.00000,288462.00000,69.93000,2100,68.00000,Good,,0,1,0,Visual - pre-classification,122 EAST 38 STREET,MN,,R8B,,0,-73.97859,40.74900
428,1025408.00000,1010450010,395.57213,2552.71525,0.15496,1910.00000,1158177.00000,65.19610,2100,65.00000,Good,,1,0,0,classification,345 WEST 54 STREET,MN,P,R8,CL,0,-73.98613,40.76573
429,3124722.00000,3053390023,266.24460,1449.91642,0.18363,1925.00000,369920.00000,33.37000,5110,51.00000,Good,,1,0,0,classification,300 EAST 7 STREET,BK,,R5,OP,0,-73.97315,40.64457
430,1083909.00000,1014870025,489.75596,6389.44009,0.07665,1971.00000,539169.00000,378.80000,2100,10.00000,Good,,1,0,0,classification,540 EAST 76 STREET,MN,X,R10,,0,-73.94986,40.76804
431,1001993.00000,1001790011,1491.81767,3404.83134,0.43815,1915.00000,813322.00000,85.56000,2100,14.00000,Good,,1,1,0,Visual - pre-classification,1 WORTH STREET,MN,,C6-2A,TMU,0,-74.00847,40.71828
432,1009723.00000,1005780047,2747.47714,21703.91273,0.12659,1929.00000,246616.00000,223.71000,2100,10.00000,Good,,1,0,0,classification,250 HUDSON STREET,MN,P,M1-6,HSQ,0,-74.00741,40.72474
433,3397720.00000,3001527501,554.60664,20184.03115,0.02748,2012.00000,1250545.00000,627.84172,2100,8.00000,Good,,1,0,0,classification,384 BRIDGE STREET,BK,,C6-4.5,DB,0,-73.98587,40.69161
434,3414331.00000,3002117501,543.68021,3542.67219,0.15347,2012.00000,1257573.00000,51.93065,2100,50.00000,Good,,1,0,0,classification,20 HENRY STREET,BK,,R8,,0,-73.99172,40.70064
435,1088757.00000,1021390250,2189.20146,19801.86553,0.11056,1970.00000,863785.00000,318.71920,2100,139.00000,Good,,1,0,0,classification,100 HAVEN AVENUE,MN,X,R8,,0,-73.94306,40.84478
436,1084790.00000,1007570054,974.13000,7258.14350,0.13421,1926.00000,124386.00000,30.50999,2100,45.00000,Good,,1,0,0,classification,330 WEST 34 STREET,MN,P,C6-4,HY,0,-73.99572,40.75278
437,1001415.00000,1001270018,12724.14113,39351.14759,0.32335,1987.00000,334183.00000,192.66352,2100,15.00000,Good,,1,1,0,Visual - pre-classification,255 GREENWICH STREET,MN,P,C6-4,LM,0,-74.01088,40.71437
438,2003531.00000,2025310013,946.35091,20292.23476,0.04664,1928.00000,471161.00000,48.42000,2100,147.00000,Good,,1,0,0,classification,1340 MERRIAM AVENUE,BX,P,R7-1,,0,-73.92539,40.84120
439,1087518.00000,1000167516,3998.65211,23096.23068,0.17313,2006.00000,1106473.00000,355.32643,2100,12.00000,Good,,1,1,0,Visual - pre-classification,1 RIVER TERRACE,MN,X,BPC,BPC,0,-74.01600,40.71569
440,3337407.00000,3009210001,854.15329,18755.13866,0.04554,1931.00000,52782.00000,36.90264,2100,165.00000,Good,,0,1,0,DPR,4200 7 AVENUE,BK,C,PARK,,0,-74.00211,40.64692
441,1086507.00000,1000160195,5096.81503,18658.30486,0.27317,2004.00000,996389.00000,256.12000,2100,18.00000,Good,,1,1,0,Visual - pre-classification,325 NORTH END AVENUE,MN,X,BPC,BPC,0,-74.01504,40.71680
442,1044838.00000,1014450014,1377.40709,14706.22226,0.09366,1927.00000,766553.00000,77.22000,2100,53.00000,Good,,1,0,0,Visual - pre-classification,331 EAST 70 STREET,MN,X,R8B,,0,-73.95779,40.76703
443,2117424.00000,2024070023,959.13440,1862.95649,0.51485,0.00000,1097737.00000,59.80269,2100,21.00000,Good,,1,0,0,classification,863 MELROSE AVENUE,BX,P,C1-4,,1,-73.91467,40.82391
444,4005075.00000,4004270027,11895.06943,100651.75284,0.11818,1931.00000,420606.00000,46.18000,2100,18.00000,Good,,1,1,0,DEP,42-25 21 STREET,QN,,M1-5,LIC,0,-73.94453,40.75095
445,1086049.00000,1007950001,767.88115,26061.77449,0.02946,2000.00000,982386.00000,147.54000,2100,28.00000,Good,at least some green roof,1,0,0,classification,180 WEST 20 STREET,MN,P,C6-3A,,0,-73.99692,40.74180
446,1011692.00000,1006297503,2623.04953,17538.70987,0.14956,1920.00000,721646.00000,86.30056,2100,16.00000,Good,,1,0,0,classification,345 WEST 13 STREET,MN,,C1-6,,0,-74.00483,40.74010
447,1005026.00000,1004000031,786.35580,11517.40890,0.06828,1970.00000,679594.00000,58.82000,2100,18.00000,Good,,1,0,0,classification,542 EAST 5 STREET,MN,,R7A,,0,-73.98244,40.72374
448,3099031.00000,3045470028,574.90292,721.55610,0.79675,1925.00000,177097.00000,17.51000,2100,8.00000,Good,,1,0,0,classification,1008 CRESCENT STREET,BK,,R4,,0,-73.86704,40.66269
449,1078756.00000,1008870030,6141.66861,58522.04476,0.10495,1988.00000,641804.00000,291.81000,2100,29.00000,Good,Not visible in newer imagery on google maps,1,0,0,classification,151 EAST 31 STREET,MN,P,R8B,,0,-73.98009,40.74458
450,1009494.00000,1005730067,181.97966,944.40911,0.19269,1900.00000,762554.00000,50.86000,2100,22.00000,Good,,1,0,0,classification,45 WEST 9 STREET,MN,P,R6,,0,-73.99771,40.73381
451,2005984.00000,2027400075,7239.83161,12510.84133,0.57868,1930.00000,568956.00000,25.42000,2100,64.00000,Good,,1,1,0,greenroofs.com,940 GARRISON AVENUE,BX,P,M1-2,HP,0,-73.89054,40.81822
452,1012227.00000,1006460018,1645.09740,7745.85307,0.21238,1920.00000,1158179.00000,74.96012,2100,7.00000,Good,,1,0,0,classification,440 WEST 14 STREET,MN,,M1-5,,0,-74.00733,40.74151
453,1027084.00000,1010870005,28669.99073,94646.64018,0.30292,2011.00000,1157405.00000,216.03675,2100,51.00000,Good,,1,0,0,classification,860 11 AVENUE,MN,P,C6-2,CL,0,-73.98944,40.77076
454,1086570.00000,1016467502,1659.10258,38129.51100,0.04351,2005.00000,996776.00000,425.67059,2100,23.00000,Good,,1,0,0,classification,215 EAST 96 STREET,MN,,R7-2,,0,-73.94763,40.78512
455,3328998.00000,3060330001,5037.94446,25084.83657,0.20084,1930.00000,538389.00000,53.98187,2100,80.00000,Good,,1,0,0,classification,8515 RIDGE BOULEVARD,BK,P,R3-2,BR,0,-74.03327,40.62456
456,1087757.00000,1002177502,235.09850,3925.91795,0.05988,2007.00000,1155724.00000,138.20540,2100,9.00000,Good,,1,0,0,classification,408 GREENWICH STREET,MN,,C6-2A,TMU,0,-74.01012,40.72161
457,1012379.00000,1006970005,122.06746,6721.54580,0.01816,1926.00000,487836.00000,82.85000,2100,9.00000,Good,,1,0,0,classification,553 WEST 25 STREET,MN,P,M1-5,WCH,0,-74.00540,40.75005
458,2008983.00000,2028780015,298.21576,7962.26605,0.03745,1917.00000,758887.00000,60.84006,2100,132.00000,Good,,1,0,0,classification,1615 UNIVERSITY AVENUE,BX,P,R7-1,,0,-73.91987,40.84772
459,2002297.00000,2024350045,6283.71291,43037.03746,0.14601,1921.00000,683556.00000,83.02000,2100,71.00000,Good,,1,0,0,classification,1201 FINDLAY AVENUE,BX,P,R7-1,,0,-73.91233,40.83191
460,3189635.00000,3070700148,406.33599,27718.43147,0.01466,1973.00000,709971.00000,67.56656,2100,6.00000,Good,,1,0,0,classification,2301 BOARDWALK WEST,BK,P,R5,,0,-73.98996,40.57222
461,1057351.00000,1018950062,1610.95311,2086.20709,0.77219,1916.00000,218566.00000,61.66000,2100,122.00000,Good,,1,0,0,classification,2915 BROADWAY,MN,P,R8,,0,-73.96531,40.80677
462,1087759.00000,1005757502,80.96256,3588.02618,0.02256,1912.00000,822296.00000,89.41000,2100,28.00000,Good,,1,0,0,classification,31 WEST 11 STREET,MN,,R6,,0,-73.99620,40.73487
463,1032042.00000,1012127502,135.77778,1526.15180,0.08897,2015.00000,1264188.00000,59.97489,2100,74.00000,Good,,1,0,0,classification,182 WEST 82 STREET,MN,,C2-7A,,0,-73.97662,40.78481
464,1007013.00000,1004737501,700.13829,7220.42456,0.09697,1904.00000,658562.00000,153.10000,2100,22.00000,Good,,1,0,0,classification,476 BROADWAY,MN,,M1-5B,,0,-73.99995,40.72125
465,1088786.00000,1011677502,1183.07960,18742.11432,0.06312,2009.00000,160350.00000,248.26977,2100,73.00000,Good,,1,0,0,classification,2148 BROADWAY,MN,,C4-6A,EC-3,0,-73.98044,40.78127
466,3396935.00000,3042110020,154.87451,851.78337,0.18182,2009.00000,1250989.00000,40.24242,2100,31.00000,Good,,1,0,0,classification,974 GLENMORE AVENUE,BK,P,R5B,,0,-73.87404,40.67619
467,1006096.00000,1004430036,28.48385,629.21326,0.04527,1910.00000,7931.00000,41.89000,2100,34.00000,Good,,0,1,0,greenroofs.com,19 1 AVENUE,MN,,R7A,,0,-73.98845,40.72358
468,1034520.00000,1012687502,788.49960,60505.59473,0.01303,1958.00000,339930.00000,480.59000,2100,69.00000,Good,,1,0,0,classification,666 5 AVENUE,MN,,C5-2.5,MID,0,-73.97693,40.76028
469,1048486.00000,1015240012,206.58144,919.63640,0.22463,1910.00000,546627.00000,46.00862,2100,87.00000,Good,,1,0,0,classification,131 EAST 95 STREET,MN,,R8B,,0,-73.95188,40.78558
470,1087268.00000,1009950033,5126.68817,85062.98467,0.06027,2005.00000,1213537.00000,887.74954,2100,60.00000,Good,,1,1,0,greenroofs.com,1111 AVENUE OF THE AMER,MN,P,C6-6,MID,0,-73.98505,40.75573
471,1009222.00000,1005660001,3128.79296,32345.44316,0.09673,1955.00000,44844.00000,183.05320,2100,29.00000,Good,,1,1,0,Visual - pre-classification,9 5 AVENUE,MN,P,R10,,0,-73.99549,40.73232
472,1032041.00000,1012127502,135.38725,1707.75121,0.07928,2015.00000,1264187.00000,59.00729,2100,75.00000,Good,,1,0,0,classification,182 WEST 82 STREET,MN,,C2-7A,,0,-73.97658,40.78476
473,1088525.00000,1007647503,343.56507,4494.54483,0.07644,2016.00000,1272989.00000,,2100,,Good,,1,0,0,classification,245 WEST 14 STREET,MN,,C6-2A,,0,-74.00146,40.73958
474,1010945.00000,1006140006,333.85898,725.30627,0.46030,1899.00000,820905.00000,50.31445,2100,26.00000,Good,,1,0,0,classification,297 WEST 4 STREET,MN,,R6,,0,-74.00356,40.73672
