fid,bin,bbl,gr_area,bldg_area,prop_gr,cnstrct_yr,doitt_id,heightroof,feat_code,groundelev,qa,notes,classified,digitized,newlyadded,original_source,address,borough,ownertype,zonedist1,spdist1,bbl_fixed,xcoord,ycoord
605,1037596.00000,1013190047,4780.58823,23929.70196,0.19978,1960.00000,836933.00000,283.28000,2100,40.00000,Good,,1,0,0,classification,733 3 AVENUE,MN,P,C5-3,MID,0,-73.97200,40.75283
606,1028776.00000,1011280048,136.87440,1926.80930,0.07104,1900.00000,707318.00000,60.73000,2100,84.00000,Good,at least some green roof,1,0,0,classification,26 WEST 76 STREET,MN,,R8B,,0,-73.97560,40.77917
607,3001636.00000,3002200012,187.07478,1096.13222,0.17067,1824.00000,212461.00000,35.06781,2100,63.00000,Good,,0,1,0,greenroofs.com,68 HICKS STREET,BK,,R6,,0,-73.99392,40.69980
608,1041485.00000,1013870067,97.01491,1497.17695,0.06480,1910.00000,651430.00000,54.84000,2100,66.00000,Good,,1,0,0,classification,4 EAST 73 STREET,MN,P,R8B,,0,-73.96605,40.77269
609,1051849.00000,1016290033,434.66528,7114.89679,0.06109,1953.00000,442720.00000,29.69420,2100,18.00000,Good,,1,0,0,classification,1834 3 AVENUE,MN,X,R8A,,0,-73.94728,40.78878
610,1089154.00000,1020880016,1810.67192,11265.80780,0.16072,2009.00000,1115439.00000,107.72484,2100,70.00000,Good,,1,1,0,greenhomenyc.org,625 WEST 140 STREET,MN,X,R8,,0,-73.95413,40.82404
611,1087790.00000,1020390010,2089.55137,11315.12496,0.18467,2007.00000,1106446.00000,80.59375,2100,18.00000,Good,,1,1,0,Visual - pre-classification,263 WEST 153 STREET,MN,P,R7-2,,0,-73.93732,40.82763
612,1014236.00000,1007760040,14489.09127,28215.93409,0.51351,1974.00000,77791.00000,77.33000,2100,31.00000,Good,,1,1,0,greenroofs.com,282 7 AVENUE,MN,X,C6-2,,0,-73.99438,40.74646
613,1087698.00000,1004570028,261.36479,18965.51464,0.01378,2007.00000,1104285.00000,100.34518,2100,42.00000,Good,,1,0,0,classification,21 2 AVENUE,MN,P,R8B,,0,-73.99104,40.72454
614,1083142.00000,1003820001,14971.56149,29327.40492,0.51050,1966.00000,735273.00000,17.71000,2100,8.00000,Good,,1,0,0,classification,188 AVENUE C,MN,X,R7-2,,0,-73.97574,40.72715
615,3000170.00000,3000760001,731.69424,19871.92652,0.03682,1926.00000,453922.00000,138.44655,2100,56.00000,Good,,1,0,0,classification,64 PROSPECT STREET,BK,,M1-6,,0,-73.98843,40.70045
616,3396901.00000,3001220013,864.35041,18022.39859,0.04796,2009.00000,1112449.00000,152.35507,2100,22.00000,Good,,1,0,0,classification,257 GOLD STREET,BK,,C6-2,,0,-73.98283,40.69726
617,1089677.00000,1008177503,278.97621,10642.38742,0.02621,2012.00000,1262802.00000,309.36128,2100,28.00000,Good,,1,0,0,classification,35 WEST 15 STREET,MN,,C6-2M,,0,-73.99464,40.73745
618,1088770.00000,1003410070,3831.61410,4231.34325,0.90553,1972.00000,1250512.00000,13.45010,2100,26.00000,Good,,1,0,0,classification,131 BROOME STREET,MN,P,R8,,0,-73.98404,40.71603
619,1087770.00000,1008597502,336.37086,5553.23063,0.06057,2008.00000,1106106.00000,372.74375,2100,40.00000,Good,,1,0,0,classification,39 EAST 29 STREET,MN,,C5-2,,0,-73.98419,40.74444
620,2041845.00000,2039800001,1375.08406,11109.32482,0.12378,2007.00000,1107103.00000,56.02343,2100,30.00000,Good,,1,0,0,classification,2511 WESTCHESTER AVENUE,BX,,R6,,0,-73.84443,40.83901
621,3023920.00000,3010477502,164.14898,3051.34279,0.05380,2007.00000,42541.00000,71.19872,2100,84.00000,Good,,1,0,0,classification,556 5 AVENUE,BK,,C4-3A,,0,-73.98984,40.66550
622,4541835.00000,4004880114,10351.81748,70910.71400,0.14598,0.00000,358154.00000,35.24000,2100,14.00000,Good,,1,1,0,greenroofs.com,43-82 VERNON BOULEVARD,QN,,M1-4,,0,-73.95274,40.75167
623,3326102.00000,3029190027,789.17895,3502.61378,0.22531,2009.00000,24958.00000,44.07510,2100,41.00000,Good,,1,0,0,classification,21 JUDGE STREET,BK,,R6B,,0,-73.94073,40.71351
624,1001437.00000,1001337503,397.68256,2215.21489,0.17952,1930.00000,145352.00000,83.32798,2100,24.00000,Good,,0,1,0,Visual - pre-classification,49 MURRAY STREET,MN,,C6-2A,TMU,0,-74.00934,40.71427
625,1008198.00000,1005210071,314.14228,5116.49383,0.06140,1900.00000,641096.00000,88.50000,2100,41.00000,Good,,1,0,0,classification,10 BLEECKER STREET,MN,,C6-2,LI,0,-73.99296,40.72532
626,1087842.00000,1000167517,9907.20342,27162.39604,0.36474,2006.00000,1111995.00000,393.98751,2100,10.00000,Good,,1,1,0,greenroofs.com,70 BATTERY PLACE,MN,X,BPC,BPC,0,-74.01700,40.70692
627,1048334.00000,1015200161,351.54909,833.60751,0.42172,1901.00000,570612.00000,49.68000,2100,96.00000,Good,,1,0,0,classification,126 EAST 92 STREET,MN,,R8B,,0,-73.95347,40.78336
628,1028659.00000,1011260011,235.81100,1311.43405,0.17981,1910.00000,810972.00000,64.01000,2100,84.00000,Good,,1,0,0,classification,43 WEST 73 STREET,MN,,R8B,,0,-73.97721,40.77783
629,1040031.00000,1013510001,737.62100,13346.73386,0.05527,1974.00000,679527.00000,351.95000,2100,61.00000,Good,,1,0,0,classification,1110 2 AVENUE,MN,,C1-9,TA,0,-73.96441,40.76005
630,3059426.00000,3021200013,121.05507,1059.77864,0.11423,1899.00000,692260.00000,28.82000,2100,85.00000,Good,,1,0,0,classification,353 CARLTON AVENUE,BK,,R6B,,0,-73.97132,40.68707
631,3391206.00000,3023407502,4857.74764,35374.17160,0.13732,2007.00000,1000388.00000,86.69556,2100,8.00000,Good,,1,0,0,Visual - pre-classification,20 NORTH 5 STREET,BK,P,R8,,0,-73.96361,40.71915
632,2000183.00000,2022780064,2007.20958,14737.07237,0.13620,1931.00000,396602.00000,31.66000,2100,29.00000,Good,,1,0,0,classification,105 BRUCKNER BOULEVARD,BX,P,M1-2/R6A,MX-1,0,-73.92306,40.80524
633,1008013.00000,1005157502,1045.35515,6661.81757,0.15692,1915.00000,261839.00000,113.76565,2100,21.00000,Good,,1,0,0,classification,149 WOOSTER STREET,MN,,M1-5A,,0,-73.99965,40.72626
634,1088630.00000,1020640050,891.67639,3246.03221,0.27470,2010.00000,1243904.00000,61.11649,2100,110.00000,Good,,1,0,0,classification,450 WEST 150 STREET,MN,X,R7A,,0,-73.94422,40.82769
635,1059499.00000,1019620001,2834.63053,5664.43799,0.50043,1925.00000,488990.00000,74.85000,2100,131.00000,Good,,1,0,0,classification,1181 AMSTERDAM AVENUE,MN,P,R8,,0,-73.95969,40.80815
636,3062531.00000,3023710034,269.09668,8220.35100,0.03274,1910.00000,801003.00000,75.67970,2100,15.00000,Good,,1,0,0,classification,487 KEAP STREET,BK,,M1-2/R6,MX-8,0,-73.95208,40.71345
637,1010543.00000,1006060049,8440.63688,25180.55793,0.33520,1957.00000,543073.00000,48.51000,2100,25.00000,Good,,1,1,0,greenroofs.com,106 WEST 11 STREET,MN,C,R6,,0,-73.99912,40.73546
638,1011923.00000,1006357502,473.36432,1214.28942,0.38983,1911.00000,917751.00000,59.79000,2100,12.00000,Good,,1,0,0,classification,131 BANK STREET,MN,,C1-6A,,0,-74.00809,40.73632
639,1036462.00000,1013060033,3267.87423,31166.31440,0.10485,1960.00000,561081.00000,247.45000,2100,38.00000,Good,,1,0,0,classification,850 3 AVENUE,MN,P,C6-6,MID,0,-73.97050,40.75688
640,1083860.00000,1012660001,6039.58007,54940.36220,0.10993,1932.00000,382944.00000,511.42000,2100,71.00000,Good,,1,0,0,classification,1260 AVENUE OF THE AMER,MN,P,C5-2.5,MID,0,-73.97733,40.75899
641,1012314.00000,1006930044,1019.42507,5038.10731,0.20234,1900.00000,838809.00000,53.88000,2100,8.00000,Good,,1,0,0,classification,520 WEST 22 STREET,MN,,M1-5,WCH,0,-74.00575,40.74724
642,1088764.00000,1007350006,931.19428,32605.23657,0.02856,2008.00000,1114625.00000,253.51232,2100,40.00000,Good,,1,0,0,classification,453 WEST 37 STREET,MN,,C2-8,HY,0,-73.99698,40.75679
643,1089075.00000,1017670028,3724.95101,28576.66589,0.13035,2010.00000,1115359.00000,56.04761,2100,15.00000,Good,,1,0,0,classification,2180 3 AVENUE,MN,P,R7A,,0,-73.93957,40.79987
644,1026920.00000,1010710054,157.42156,6634.34152,0.02373,2000.00000,945728.00000,240.85000,2100,16.00000,Good,,1,0,0,classification,550 WEST 43 STREET,MN,P,C6-4,CL,0,-73.99718,40.76103
645,1060196.00000,1020150006,55140.85105,126149.38545,0.43711,2011.00000,1256220.00000,74.84785,2100,9.00000,Good,,1,1,0,Visual - pre-classification,721 ESPLANADE GDNS PLAZA,MN,C,C8-3,,0,-73.93698,40.82205
646,1089051.00000,1016220034,308.15461,1245.05909,0.24750,,1269902.00000,42.77077,2100,33.00000,Good,,1,0,0,classification,1642 PARK AVENUE,MN,P,R9,,0,-73.94342,40.79965
647,1088184.00000,1007187501,3146.60561,20328.27130,0.15479,2008.00000,1160814.00000,74.07250,2100,16.00000,Good,,1,0,0,classification,177 9 AVENUE,MN,,R7B,,0,-74.00280,40.74507
648,1088502.00000,1004767502,391.74536,7973.65748,0.04913,0.00000,1110498.00000,142.20712,2100,6.00000,Good,,1,0,0,classification,350 WEST BROADWAY,MN,,M1-5A,,1,-74.00355,40.72286
649,1087484.00000,1000707501,581.84413,20073.11170,0.02899,1958.00000,746846.00000,227.97000,2100,8.00000,Good,,1,0,0,classification,125 MAIDEN LANE,MN,,C5-5,LM,0,-74.00611,40.70648
650,1077841.00000,1010407501,2530.34615,35464.99936,0.07135,1989.00000,377530.00000,366.23708,2100,58.00000,Good,,1,0,0,classification,350 WEST 50 STREET,MN,P,C6-4,CL,0,-73.98850,40.76289
651,3335133.00000,3020230050,1057.54997,14019.45759,0.07543,1955.00000,407371.00000,69.04677,2100,9.00000,Good,,1,0,0,classification,63 FLUSHING AVENUE,BK,C,M1-4,,0,-73.97758,40.69862
652,1016163.00000,1008487502,7120.15938,16666.82617,0.42721,1906.00000,271751.00000,127.28000,2100,41.00000,Good,,1,0,0,classification,890 BROADWAY,MN,,M1-5M,,0,-73.98952,40.73855
653,1084587.00000,1000160215,2507.98110,57712.68059,0.04346,1989.00000,553917.00000,176.30000,2100,14.00000,Good,,1,0,0,classification,345 CHAMBERS STREET,MN,O,BPC,BPC,0,-74.01387,40.71790
654,1082732.00000,1009340001,280.15696,7981.25549,0.03510,1975.00000,407623.00000,185.12000,2100,32.00000,Good,,1,0,0,classification,500 2 AVENUE,MN,P,C1-8,TA,0,-73.97831,40.74053
655,4020648.00000,4009090001,1339.52518,35729.78375,0.03749,1969.00000,171209.00000,133.00000,2100,32.00000,Good,,1,0,0,classification,4-21 27 AVENUE,QN,X,R6,,0,-73.93289,40.77479
656,1015583.00000,1008250031,571.40476,51490.53986,0.01110,1910.00000,245862.00000,215.46000,2100,40.00000,Good,at least some green roof,1,0,0,classification,1097 BROADWAY,MN,,C5-2,,0,-73.98999,40.74224
657,2085820.00000,2059120001,22102.47540,41835.07664,0.52832,1961.00000,456666.00000,137.79758,2100,167.00000,Good,,1,0,0,classification,4705 HENRY HUDSON PKWY W,BX,P,R4,,0,-73.90921,40.89512
658,1088726.00000,1010827501,4266.19031,92654.65448,0.04604,2009.00000,1230962.00000,38.45851,2100,30.00000,Good,,1,1,0,greenroofs.com,770 11 AVENUE,MN,C,C6-3X,CL,0,-73.99233,40.76789
659,4000846.00000,4001250010,718.54764,24223.42630,0.02966,1931.00000,64854.00000,20.66000,2100,54.00000,Good,,0,1,0,greenroofs.com,38-04 48 STREET,QN,,M1-1,,0,-73.91566,40.74985
660,4050408.00000,4020770050,1019.84517,16035.57145,0.06360,1950.00000,517322.00000,37.96000,2100,18.00000,Good,,0,1,0,DPR,93-29 QUEENS BOULEVARD,QN,C,R7-1,,0,-73.86563,40.73170
661,2002869.00000,2024680001,8823.25064,58958.24249,0.14965,1932.00000,512134.00000,191.90000,2100,62.00000,Good,,1,0,0,DEP,851 GRAND CONCOURSE,BX,C,R8,C,0,-73.92408,40.82633
662,1032789.00000,1012310040,1084.64467,2049.08529,0.52933,1900.00000,818429.00000,62.78000,2100,76.00000,Good,,1,1,0,greenroofs.com,208 WEST 84 STREET,MN,P,R8B,,0,-73.97685,40.78650
663,1002990.00000,1002307503,848.16104,6349.65127,0.13358,1915.00000,492919.00000,104.16000,2100,10.00000,Good,,1,0,0,classification,20 GREENE STREET,MN,,M1-5B,,0,-74.00254,40.72096
664,2124868.00000,2030500010,719.06330,925.30066,0.77711,2010.00000,1256204.00000,33.93503,2100,61.00000,Good,,1,0,0,classification,491 FLETCHER PLACE,BX,P,R6A,,0,-73.89362,40.85424
665,1001629.00000,1001497501,658.15589,11729.28012,0.05611,2009.00000,1112925.00000,104.05798,2100,25.00000,Good,,1,0,0,classification,77 READE STREET,MN,,C6-3A,TMU,0,-74.00740,40.71486
666,1088120.00000,1007010062,1171.28258,27267.30650,0.04296,2008.00000,1113238.00000,355.89332,2100,13.00000,Good,,1,0,0,classification,534 WEST 30 STREET,MN,,C6-4,WCH,0,-74.00325,40.75280
667,1002736.00000,1002127503,615.21907,12971.53706,0.04743,1890.00000,1081289.00000,173.77281,2100,10.00000,Good,,1,0,0,classification,1 YORK STREET,MN,,C6-2A,TMU,0,-74.00561,40.72136
668,1088851.00000,1017700042,266.45164,1253.75596,0.21252,,1269401.00000,42.04772,2100,9.00000,Good,,1,0,0,classification,176 EAST 122 STREET,MN,P,R7B,,0,-73.93792,40.80187
669,1085867.00000,1000167512,5082.77382,71774.10218,0.07082,1988.00000,614728.00000,162.89514,2100,14.00000,Good,,1,0,0,classification,102 NORTH END AVENUE,MN,X,BPC,BPC,0,-74.01522,40.71501
670,1023163.00000,1010067502,15112.75127,90706.98583,0.16661,1963.00000,978497.00000,483.83000,2100,66.00000,Good,,1,0,0,classification,1335 AVENUE OF THE AMER,MN,,C6-6.5,MID,0,-73.97989,40.76240
671,1048078.00000,1015177502,141.62149,8679.43914,0.01632,1927.00000,316239.00000,146.00000,2100,87.00000,Good,,1,0,0,classification,141 EAST 88 STREET,MN,,C1-8X,,0,-73.95416,40.78075
672,1001566.00000,1001440026,163.44446,4088.56050,0.03998,1915.00000,78142.00000,75.24000,2100,14.00000,Good,,1,0,0,classification,142 WEST BROADWAY,MN,P,C6-2A,TMU,0,-74.00832,40.71709
673,1081009.00000,1011050029,6858.27093,23710.06317,0.28926,2003.00000,996707.00000,382.36000,2100,25.00000,Good,,1,1,0,DEP,601 WEST 57 STREET,MN,P,C4-7,CL,0,-73.99188,40.77077
674,1089439.00000,1010260055,9757.97387,43174.40489,0.22601,2008.00000,1255908.00000,591.05331,2100,72.00000,Good,,1,0,0,classification,250 WEST 55 STREET,MN,P,C6-4,MID,0,-73.98370,40.76496
675,1085789.00000,1000167513,4288.01314,27431.29700,0.15632,2003.00000,913150.00000,446.64114,2100,10.00000,Good,,1,1,0,Visual - pre-classification,10 LITTLE WEST STREET,MN,,BPC,BPC,0,-74.01769,40.70575
676,2117641.00000,2023530057,1317.41856,10579.41481,0.12453,2008.00000,1112917.00000,132.24693,2100,35.00000,Good,,1,0,0,classification,151 EAST 151 STREET,BX,C,R6,,0,-73.92757,40.82158
677,1081685.00000,1009440045,367.84417,10586.42456,0.03475,2000.00000,946524.00000,258.95000,2100,30.00000,Good,,1,0,0,classification,312 EAST 39 STREET,MN,,C1-9,,0,-73.97334,40.74760
678,1012079.00000,1006410036,1418.85637,5952.36842,0.23837,1948.00000,342411.00000,45.89000,2100,12.00000,Good,at least some green roof,1,0,0,classification,777 WASHINGTON STREET,MN,P,C4-4A,,0,-74.00792,40.73797
679,1088445.00000,1002157505,1074.15503,14609.27906,0.07353,0.00000,591775.00000,57.45000,2100,15.00000,Good,,1,0,0,classification,157 HUDSON STREET,MN,,C6-2A,TMU,0,-74.00896,40.72176
680,2120158.00000,2029810021,4492.31147,7158.25614,0.62757,2008.00000,1108618.00000,67.18916,2100,61.00000,Good,,1,0,0,classification,1510 SOUTHERN BOULEVARD,BX,P,R7-1,,0,-73.88953,40.83378
681,3058338.00000,3020730048,115.95125,647.70214,0.17902,1901.00000,491365.00000,49.10000,2100,63.00000,Good,,1,0,0,classification,186 ADELPHI STREET,BK,,R6B,,0,-73.97189,40.69209
682,3322770.00000,3027360019,470.91920,862.93869,0.54572,1928.00000,698979.00000,35.05000,2100,11.00000,Good,,1,0,0,classification,32 FROST STREET,BK,,M1-2/R6B,MX-8,0,-73.95080,40.71737
683,1087241.00000,1004277504,380.82063,58449.07146,0.00652,0.00000,996176.00000,150.62000,2100,44.00000,Good,,1,0,0,classification,273 BOWERY,MN,X,R8X,TA,1,-73.99224,40.72380
684,3063700.00000,3024820021,216.40013,23809.39539,0.00909,1953.00000,184937.00000,17.06000,2100,14.00000,Good,,1,0,0,classification,6 BOX STREET,BK,,M1-2/R6A,MX-8,0,-73.95628,40.73690
685,1005791.00000,1004340029,530.83018,2283.95631,0.23242,1908.00000,307867.00000,92.79000,2100,18.00000,Good,,1,0,0,classification,109 AVENUE A,MN,P,R7A,,0,-73.98384,40.72605
686,1088609.00000,1019570001,26045.56609,56132.03784,0.46401,1930.00000,1249848.00000,27.30523,2100,114.00000,Good,,1,0,0,classification,85 CONVENT AVENUE,MN,O,R7-2,,0,-73.95048,40.81585
687,1046998.00000,1015020047,167.51963,1254.42122,0.13354,1901.00000,546090.00000,55.31000,2100,107.00000,Good,,1,0,0,classification,62 EAST 91 STREET,MN,,R8B,,0,-73.95591,40.78367
688,2123863.00000,2038380260,6935.73374,12477.11788,0.55588,1975.00000,214296.00000,8.20025,2100,12.00000,Good,,1,1,0,classification,1400 FERRIS PLACE,BX,P,M3-1,,0,-73.84048,40.83903
689,1083241.00000,1001420025,1323.15765,16336.36009,0.08099,1975.00000,1100621.00000,50.49000,2100,16.00000,Good,,0,0,1,post-classification digitization,310 GREENWICH STREET,MN,P,C6-4,,0,-74.01114,40.71795
690,3062518.00000,3023690040,997.16357,17263.50484,0.05776,1907.00000,225412.00000,76.11000,2100,18.00000,Good,,1,0,0,classification,55 HOPE STREET,BK,P,M1-2/R6A,MX-8,0,-73.95552,40.71340
691,1089046.00000,1016157501,873.80307,22751.22114,0.03841,2008.00000,1159183.00000,213.37045,2100,16.00000,Good,,1,0,0,classification,1280 5 AVENUE,MN,,C4-6,PI,0,-73.94888,40.79634
692,3002023.00000,3002470011,308.39687,1464.76809,0.21054,1899.00000,40256.00000,52.34150,2100,68.00000,Good,,1,0,0,classification,37 REMSEN STREET,BK,,R6,,0,-73.99702,40.69493
693,3068133.00000,3027360018,327.77525,2558.86890,0.12809,1930.00000,381088.00000,38.79000,2100,10.00000,Good,,1,0,0,classification,30 FROST STREET,BK,P,M1-2/R6B,MX-8,0,-73.95089,40.71737
694,2116171.00000,2022930058,2678.63105,14438.26461,0.18552,2008.00000,1198427.00000,78.63065,2100,16.00000,Good,,1,1,0,greenroofs.com,455 EAST 148 STREET,BX,P,C4-4,,0,-73.91593,40.81464
695,2115885.00000,2028500034,1846.09178,11634.41307,0.15868,2007.00000,1185999.00000,63.47626,2100,46.00000,Good,,1,1,0,greenhomenyc.org,55 EAST 175 STREET,BX,P,R8,,0,-73.91117,40.84749
696,2116983.00000,2027070030,2276.22845,9559.47396,0.23811,2008.00000,1112858.00000,67.54760,2100,39.00000,Good,,1,1,0,greenhomenyc.org,715 FOX STREET,BX,P,R7-1,,0,-73.89943,40.81476
697,1090003.00000,1009367501,12332.87416,36217.30094,0.34052,1962.00000,1261650.00000,0.75266,2100,27.00000,Good,,1,0,0,classification,333 EAST 30 STREET,MN,P,R8,,0,-73.97466,40.74290
698,4215630.00000,4101040043,722.61037,178941.62782,0.00404,1982.00000,689092.00000,76.50913,2100,48.00000,Good,,1,0,0,classification,94-24 GUY R BREWER BLVD,QN,P,R6,,0,-73.79531,40.70178
699,3397861.00000,3001497501,10755.79446,94358.50336,0.11399,2011.00000,1272537.00000,145.74059,2100,41.00000,Good,,1,0,0,classification,1 DEKALB AVENUE,BK,X,C6-4.5,DB,0,-73.98302,40.69134
700,1083157.00000,1001420025,2400.34242,59259.21135,0.04051,1975.00000,950632.00000,376.89000,2100,11.00000,Good,,1,0,0,classification,310 GREENWICH STREET,MN,P,C6-4,,0,-74.01085,40.71967
701,1089239.00000,1006440005,1797.56585,28514.38178,0.06304,2011.00000,1256125.00000,34.45000,2100,9.00000,Good,,1,0,0,classification,93 GANSEVOORT STREET,MN,P,M1-5,,0,-74.00901,40.73974
702,1086184.00000,1001420025,2649.18613,30002.34479,0.08830,1975.00000,104917.00000,53.53000,2100,12.00000,Good,,1,0,0,classification,310 GREENWICH STREET,MN,P,C6-4,,0,-74.01120,40.71817
703,4206389.00000,4096250013,2155.77295,10766.23767,0.20023,0.00000,985046.00000,40.67000,2100,65.00000,Good,,1,0,0,classification,139-30 QUEENS BOULEVARD,QN,,C4-3A,,1,-73.81652,40.70537
704,1034487.00000,1012630043,339.31075,4632.03553,0.07325,1918.00000,321300.00000,164.08000,2100,65.00000,Good,,1,0,0,classification,6 WEST 48 STREET,MN,,C5-3,MID,0,-73.97881,40.75744
705,1014252.00000,1007770037,2711.14689,35424.31990,0.07653,1971.00000,845222.00000,97.24000,2100,32.00000,Good,,1,1,0,Visual - pre-classification,300 7 AVENUE,MN,C,C6-2,,0,-73.99394,40.74683
706,1086050.00000,1008240011,4803.30181,43540.62506,0.11032,2000.00000,990197.00000,217.27000,2100,35.00000,Good,at least some green roof,1,0,0,classification,56 WEST 23 STREET,MN,P,C6-4M,,0,-73.99255,40.74227
707,1087968.00000,1017537504,193.74961,2182.55778,0.08877,2009.00000,1105862.00000,80.19414,2100,19.00000,Good,,1,0,0,classification,51 EAST 128 STREET,MN,,R7B,,0,-73.93857,40.80761
708,3006809.00000,3004200054,1134.58888,2379.42239,0.47683,1931.00000,24920.00000,34.97000,2100,20.00000,Good,,1,1,0,Visual - pre-classification,609 DEGRAW STREET,BK,P,M1-2,,0,-73.98325,40.67933
709,2022205.00000,2036040039,15220.25449,133265.65844,0.11421,1968.00000,362751.00000,48.33000,2100,20.00000,Good,,1,1,0,DEP,1960 PUGSLEY AVENUE,BX,C,R6,,0,-73.85659,40.82161
710,2127427.00000,2031650010,729.10398,5876.39439,0.12407,2014.00000,1269337.00000,99.06451,2100,132.00000,Good,,1,0,0,classification,2388 CRESTON AVENUE,BX,P,R8,C,0,-73.89933,40.86012
711,3061530.00000,3022830001,6789.01752,17962.82203,0.37795,2014.00000,842148.00000,25.47000,2100,15.00000,Good,,1,0,0,classification,55 WYTHE AVENUE,BK,,M1-2,,0,-73.95696,40.72246
712,2117976.00000,2029760007,8906.20039,20294.73345,0.43884,2006.00000,1105915.00000,75.32733,2100,44.00000,Good,,1,0,0,classification,1330 INTERVALE AVENUE,BX,P,R7-1,,0,-73.89253,40.83100
713,2118038.00000,2031410001,1849.70260,4429.25542,0.41761,1931.00000,134976.00000,52.85000,2100,12.00000,Good,,1,0,0,classification,1087 EAST TREMONT AVENUE,BX,C,R7-1,,0,-73.87832,40.84034
714,1082188.00000,1014127502,1821.92422,6946.34130,0.26229,2000.00000,1030792.00000,21.27000,2100,52.00000,Good,,1,0,0,classification,188 EAST 78 STREET,MN,,C1-9,,0,-73.95834,40.77328
715,1041684.00000,1013907504,176.83998,4452.01528,0.03972,1930.00000,590938.00000,95.30000,2100,65.00000,Good,,1,0,0,classification,3 EAST 75 STREET,MN,,R8B,PI,0,-73.96493,40.77424
716,1083800.00000,1010790029,1040.65139,35560.16640,0.02926,2016.00000,416417.00000,343.96000,2100,38.00000,Good,,1,0,0,classification,737 10 AVENUE,MN,O,R8,CL,1,-73.99220,40.76504
717,1088724.00000,1007090031,2939.92523,53465.55522,0.05499,2007.00000,1221493.00000,449.37340,2100,38.00000,Good,at least some green roof,1,0,0,classification,505 WEST 37 STREET,MN,P,C2-8,HY,0,-73.99826,40.75691
718,1019142.00000,1008940037,157.06891,2111.55307,0.07439,1902.00000,225824.00000,46.66000,2100,44.00000,Good,,0,1,0,greenroofs.com,149 EAST 38 STREET,MN,,R8B,,0,-73.97674,40.74879
719,3397047.00000,3016990027,989.49341,12299.08103,0.08045,2009.00000,1234408.00000,13.37467,2100,59.00000,Good,,1,0,0,classification,1600 FULTON STREET,BK,P,R7D,,0,-73.93695,40.67938
720,1009523.00000,1005740023,264.94559,1274.67295,0.20785,1899.00000,656331.00000,39.43000,2100,25.00000,Good,,1,0,0,classification,42 WEST 11 STREET,MN,,R6,,0,-73.99680,40.73457
721,3018627.00000,3009337502,84.45542,1266.77166,0.06667,0.00000,682479.00000,46.78000,2100,51.00000,Good,,1,0,0,classification,33 ST MARKS AVENUE,BK,,R68,,1,-73.97612,40.68054
722,1080359.00000,1007147501,12428.65750,52671.45833,0.23597,2006.00000,1153994.00000,272.58920,2100,12.00000,Good,,1,0,0,classification,450 WEST 17 STREET,MN,,C6-3,WCH,0,-74.00629,40.74339
723,1056981.00000,1018830042,1889.51596,3267.17841,0.57833,1931.00000,756948.00000,71.10000,2100,117.00000,Good,,1,0,0,classification,512 WEST 112 STREET,MN,,R8,,0,-73.96401,40.80448
724,3002832.00000,3002790028,522.04757,3850.11427,0.13559,1930.00000,583895.00000,61.47918,2100,45.00000,Good,,1,0,0,classification,218 PACIFIC STREET,BK,,R6A,,0,-73.99214,40.68873
725,1087440.00000,1016720017,1928.30809,48925.61191,0.03941,2003.00000,990168.00000,91.30053,2100,10.00000,Good,,1,0,0,classification,1951 1 AVENUE,MN,P,R7A,,0,-73.94330,40.78640
726,1001677.00000,1001580061,15313.05963,47429.59812,0.32286,1933.00000,390889.00000,544.33795,2100,18.00000,Good,,1,1,0,Visual - pre-classification,39 PEARL STREET,MN,X,C6-4,,0,-74.00232,40.71371
727,1030343.00000,1011570025,1072.32495,99099.05248,0.01082,1973.00000,344564.00000,64.60000,2100,70.00000,Good,,1,0,0,classification,120 AMSTERDAM AVENUE,MN,C,R8,,0,-73.98640,40.77521
728,4298254.00000,4155600050,829.37588,5577.29346,0.14871,1931.00000,65679.00000,31.54745,2100,28.00000,Good,,0,1,0,DPR/DEP,18-40 CORNAGA AVENUE,QN,C,R6,DFR,0,-73.75132,40.60251
729,3059492.00000,3021220004,12897.18174,27075.24974,0.47635,1932.00000,59363.00000,68.46675,2100,93.00000,Good,,1,0,0,classification,357 CLERMONT AVENUE,BK,,R6B,,0,-73.96911,40.68689
730,3423681.00000,3011830030,8592.24704,17045.56710,0.50408,,1272236.00000,23.63955,2100,151.00000,Good,,1,1,0,greenroofs.com,990 WASHINGTON AVENUE,BK,C,PARK,,0,-73.96297,40.66940
731,1013043.00000,1007390001,466.67448,163243.84126,0.00286,1931.00000,550818.00000,259.67057,2100,19.00000,Good,"more green roof has since been installed, visible in google maps imagery",1,0,0,classification,111 8 AVENUE,MN,P,M1-5,,0,-74.00317,40.74108
732,1010341.00000,1005957507,1525.71508,6414.27412,0.23786,0.00000,847571.00000,104.12954,2100,6.00000,Good,at least some green roof,1,0,0,classification,481 WASHINGTON STREET,MN,,C6-2A,,1,-74.00968,40.72554
733,1088881.00000,1005297509,343.57625,2941.01514,0.11682,2015.00000,1195536.00000,118.03925,2100,42.00000,Good,,1,1,0,greenroofs.com,41 BOND STREET,MN,,M1-5B,,1,-73.99311,40.72600
734,1001421.00000,1001327503,309.88252,4350.38815,0.07123,2001.00000,962303.00000,175.60570,2100,18.00000,Good,,0,1,0,greenroofs.com,71 MURRAY STREET,MN,,C6-2A,TMU,0,-74.01044,40.71474
